MONEDA; MONTODEUDASOL ;EQUIPO;Fecha Desembolso;Dias desde Desembolso;TEA DESEMBOLSO PROMEDIO (%);TEA OFERTA;NIVEL DE PRIORIDAD;
SOLES;420228;Bex Digital 20;1/4/2014;2546;8,63%;7,63%;Prioridad 4;
SOLES;712810;Bex Digital 5 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;546754;Bex Digital 20;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;502998;Bex Digital 9 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;347660;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;367010;Bex Digital 21;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;308250;Bex Digital 17;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;238079;Bex Digital 15;1/2/2016;1875;9,18%;8,18%;Prioridad 2;
SOLES;741000;Bex Digital 6 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;373205;Bex Digital 10;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;1182181;Bex Digital 6 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;592129;Bex Digital 7 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;394635;Bex Digital 2 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;527079;Bex Digital 4 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;593824;Bex Digital 3 ;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;405049;Bex Digital 3 ;1/2/2018;1144;7,45%;6,45%;Prioridad 4;
SOLES;629089;Bex Digital 19;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;1562939;Bex Digital 6 ;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;282393;Bex Digital 11;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;689368;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;543862;Bex Digital 4 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;206295;Bex Digital 9 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;1002186;Bex Digital 2 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;252071;Bex Digital 5 ;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;221465;Bex Digital 19;1/4/2019;720;8,05%;7,05%;Prioridad 4;
SOLES;365000;Bex Digital 1;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;446025;Bex Digital 4 ;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;452940;Bex Digital 9 ;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;572981;Bex Digital 7 ;1/2/2019;779;8,15%;7,15%;Prioridad 4;
SOLES;361413;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;280486;Bex Digital 20;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;527741;Bex Digital 10;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;1459378;Bex Digital 9 ;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;329804;Bex Digital 10;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;220000;Bex Digital 10;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;245557;Bex Digital 18;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;237357;Bex Digital 18;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;280229;Bex Digital 20;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;1013844;Bex Digital 5 ;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;673733;Bex Digital 15;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;368200;Bex Digital 5 ;1/5/2019;690;8,11%;7,11%;Prioridad 4;
SOLES;327995;Bex Digital 20;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;717151;Bex Digital 9 ;1/6/2019;659;7,98%;6,98%;Prioridad 4;
SOLES;298358;Bex Digital 2 ;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;352809;Bex Digital 13;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;599573;Bex Digital 14;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;305684;Bex Digital 4 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;217595;Bex Digital 6 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;806121;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;229208;Bex Digital 7 ;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;286671;Bex Digital 15;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;982408;Bex Digital 16;1/12/2015;1937;8,54%;7,54%;Prioridad 1;
SOLES;389009;Bex Digital 13;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;732960;Bex Digital 9 ;1/7/2018;994;7,15%;6,15%;Prioridad 2;
SOLES;722857;Bex Digital 2 ;1/3/2018;1116;7,30%;6,30%;Prioridad 4;
SOLES;381120;Bex Digital 5 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;859872;Bex Digital 12;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;318236;Bex Digital 17;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;732630;Bex Digital 17;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;791994;Bex Digital 5 ;1/9/2016;1662;9,32%;8,32%;Prioridad 4;
SOLES;311390;Bex Digital 10;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;2192365;Bex Digital 20;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;408154;Bex Digital 10;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;509496;Bex Digital 19;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;242810;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;342255;Bex Digital 20;1/1/2014;2636;8,91%;7,91%;Prioridad 4;
SOLES;277595;Bex Digital 7 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;339732;Bex Digital 15;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;241386;Bex Digital 13;1/11/2017;1236;8,24%;7,24%;Prioridad 4;
SOLES;282534;Bex Digital 15;1/7/2017;1359;8,34%;7,34%;Prioridad 4;
SOLES;546114;Bex Digital 3 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;594094;Bex Digital 18;1/2/2019;779;8,15%;7,15%;Prioridad 4;
SOLES;522137;Bex Digital 13;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;293180;Bex Digital 4 ;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;435224;Bex Digital 19;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;1677158;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;205932;Bex Digital 20;1/4/2015;2181;8,62%;7,62%;Prioridad 4;
SOLES;832710;Bex Digital 13;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;269068;Bex Digital 15;1/12/2016;1571;8,57%;7,57%;Prioridad 4;
SOLES;565851;Bex Digital 1;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;220930;Bex Digital 13;1/12/2014;2302;8,77%;7,77%;Prioridad 4;
SOLES;695763;Bex Digital 18;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;308553;Bex Digital 6 ;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;382425;Bex Digital 1;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;501500;Bex Digital 19;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;249172;Bex Digital 5 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;267820;Bex Digital 18;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;356489;Bex Digital 1;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;387359;Bex Digital 9 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;362296;Bex Digital 16;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;420240;Bex Digital 11;1/4/2017;1450;8,65%;7,65%;Prioridad 4;
SOLES;302257;Bex Digital 7 ;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;263870;Bex Digital 10;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;669261;Bex Digital 13;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;363487;Bex Digital 16;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;511284;Bex Digital 11;1/5/2017;1420;8,57%;7,57%;Prioridad 4;
SOLES;461966;Bex Digital 7 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;318323;Bex Digital 5 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;235312;Bex Digital 2 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;543668;Bex Digital 5 ;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;245097;Bex Digital 19;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;378302;Bex Digital 4 ;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
DOLARES;207021;Bex Digital 10;1/6/2020;293;5,41%;5,00%;Prioridad 4;
SOLES;485859;Bex Digital 18;1/4/2017;1450;8,65%;7,65%;Prioridad 4;
SOLES;308180;Bex Digital 9 ;1/4/2019;720;8,05%;7,05%;Prioridad 4;
SOLES;298356;Bex Digital 5 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;448925;Bex Digital 13;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;538689;Bex Digital 9 ;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;462890;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;437811;Bex Digital 20;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;309861;Bex Digital 10;1/11/2016;1601;8,81%;7,81%;Prioridad 4;
SOLES;396789;Bex Digital 16;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;274164;Bex Digital 11;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;557980;Bex Digital 5 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;335083;Bex Digital 5 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;651951;Bex Digital 19;1/3/2019;751;8,08%;7,08%;Prioridad 4;
SOLES;253363;Bex Digital 14;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;767032;Bex Digital 6 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;473120;Bex Digital 7 ;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;397647;Bex Digital 21;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;313562;Bex Digital 17;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;508352;Bex Digital 20;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;747999;Bex Digital 16;1/5/2019;690;8,11%;7,11%;Prioridad 4;
SOLES;625154;Bex Digital 6 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;464392;Bex Digital 13;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;423556;Bex Digital 18;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;500817;Bex Digital 11;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;332047;Bex Digital 3 ;1/7/2018;994;7,15%;6,15%;Prioridad 2;
SOLES;202987;Bex Digital 12;1/10/2016;1632;9,05%;8,05%;Prioridad 4;
SOLES;222846;Bex Digital 3 ;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;280237;Bex Digital 6 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;539124;Bex Digital 9 ;1/2/2019;779;8,15%;7,15%;Prioridad 4;
SOLES;239455;Bex Digital 11;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;617373;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;242785;Bex Digital 6 ;1/2/2018;1144;7,45%;6,45%;Prioridad 4;
SOLES;387010;Bex Digital 18;1/1/2019;810;7,86%;6,86%;Prioridad 3;
SOLES;470693;Bex Digital 15;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;665000;Bex Digital 7 ;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;389000;Bex Digital 11;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;436473;Bex Digital 7 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;394383;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;336116;Bex Digital 16;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;209444;Bex Digital 4 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;242911;Bex Digital 11;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;488395;Bex Digital 5 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;212827;Bex Digital 18;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;277925;Bex Digital 13;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;339398;Bex Digital 5 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;414208;Bex Digital 2 ;1/9/2017;1297;8,15%;7,15%;Prioridad 4;
SOLES;777680;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;260760;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;563485;Bex Digital 18;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;611222;Bex Digital 6 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;522895;Bex Digital 6 ;1/1/2017;1540;8,65%;7,65%;Prioridad 4;
SOLES;402285;Bex Digital 1;1/12/2015;1937;8,54%;7,54%;Prioridad 1;
SOLES;559210;Bex Digital 18;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;327112;Bex Digital 5 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;485028;Bex Digital 20;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;207720;Bex Digital 4 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;293716;Bex Digital 19;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;200836;Bex Digital 10;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;565949;Bex Digital 5 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;298391;Bex Digital 20;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;273153;Bex Digital 19;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;549396;Bex Digital 20;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;1079428;Bex Digital 4 ;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;329013;Bex Digital 6 ;1/9/2017;1297;8,15%;7,15%;Prioridad 4;
SOLES;250605;Bex Digital 6 ;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;406571;Bex Digital 2 ;1/12/2017;1206;8,07%;7,07%;Prioridad 4;
SOLES;403941;Bex Digital 13;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;728002;Bex Digital 12;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;682437;Bex Digital 7 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;231712;Bex Digital 7 ;1/3/2019;751;8,08%;7,08%;Prioridad 4;
SOLES;941004;Bex Digital 12;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;348644;Bex Digital 7 ;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;585000;Bex Digital 4 ;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;598826;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;593257;Bex Digital 7 ;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;884908;Bex Digital 13;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;640526;Bex Digital 9 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;397636;Bex Digital 13;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;622287;Bex Digital 5 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;260040;Bex Digital 16;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;745620;Bex Digital 11;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;795651;Bex Digital 3 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;911316;Bex Digital 21;1/5/2019;690;8,11%;7,11%;Prioridad 4;
SOLES;207927;Bex Digital 20;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;615224;Bex Digital 7 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;427219;Bex Digital 4 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;522571;Bex Digital 7 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;700677;Bex Digital 14;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;615657;Bex Digital 9 ;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;371068;Bex Digital 7 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;287005;Bex Digital 7 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;593317;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;293288;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;598560;Bex Digital 14;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;303279;Bex Digital 11;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;389117;Bex Digital 4 ;1/5/2019;690;8,11%;7,11%;Prioridad 4;
SOLES;840351;Bex Digital 4 ;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;755875;Bex Digital 4 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;263702;Bex Digital 16;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;359187;Bex Digital 20;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;205667;Bex Digital 15;1/8/2014;2424;8,85%;7,85%;Prioridad 4;
SOLES;534938;Bex Digital 14;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;396326;Bex Digital 9 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;394882;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;527983;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;417000;Bex Digital 7 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;625428;Bex Digital 14;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;499576;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;289226;Bex Digital 13;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;478150;Bex Digital 4 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;382868;Bex Digital 4 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;210704;Bex Digital 6 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;240665;Bex Digital 4 ;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;226842;Bex Digital 14;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;727413;Bex Digital 14;1/4/2020;354;6,73%;5,73%;Prioridad 2;
SOLES;227180;Bex Digital 1;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;274667;Bex Digital 17;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;200927;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;824508;Bex Digital 13;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;432455;Bex Digital 14;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;631010;Bex Digital 16;1/6/2019;659;7,98%;6,98%;Prioridad 4;
SOLES;756000;Bex Digital 9 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;285921;Bex Digital 10;1/11/2017;1236;8,24%;7,24%;Prioridad 4;
SOLES;367921;Bex Digital 7 ;1/1/2019;810;7,86%;6,86%;Prioridad 3;
SOLES;230028;Bex Digital 12;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;213479;Bex Digital 18;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;400038;Bex Digital 10;1/1/2018;1175;7,67%;6,67%;Prioridad 4;
SOLES;666601;Bex Digital 17;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;498362;Bex Digital 4 ;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;233747;Bex Digital 18;1/2/2016;1875;9,18%;8,18%;Prioridad 2;
SOLES;524104;Bex Digital 14;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;352594;Bex Digital 4 ;1/9/2017;1297;8,15%;7,15%;Prioridad 4;
SOLES;224473;Bex Digital 5 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;426731;Bex Digital 10;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;750000;Bex Digital 11;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;224768;Bex Digital 9 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;281700;Bex Digital 19;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;403106;Bex Digital 16;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;250207;Bex Digital 4 ;1/9/2016;1662;9,32%;8,32%;Prioridad 4;
SOLES;529000;Bex Digital 15;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;345928;Bex Digital 5 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;448709;Bex Digital 5 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;420588;Bex Digital 12;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;792734;Bex Digital 4 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;351470;Bex Digital 5 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;205735;Bex Digital 5 ;1/6/2019;659;7,98%;6,98%;Prioridad 4;
SOLES;668811;Bex Digital 5 ;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;352059;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;283732;Bex Digital 1;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;514994;Bex Digital 10;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;441883;Bex Digital 14;1/1/2018;1175;7,67%;6,67%;Prioridad 4;
SOLES;501923;Bex Digital 18;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;251347;Bex Digital 6 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;308754;Bex Digital 2 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;425274;Bex Digital 9 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;387714;Bex Digital 10;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;555583;Bex Digital 3 ;1/2/2018;1144;7,45%;6,45%;Prioridad 4;
SOLES;347254;Bex Digital 20;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;301931;Bex Digital 11;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;296346;Bex Digital 9 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;280617;Bex Digital 9 ;1/1/2018;1175;7,67%;6,67%;Prioridad 4;
SOLES;350156;Bex Digital 9 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;1146735;Bex Digital 12;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;702850;Bex Digital 7 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;280130;Bex Digital 3 ;1/6/2017;1389;8,34%;7,34%;Prioridad 4;
SOLES;484899;Bex Digital 2 ;1/2/2017;1509;8,57%;7,57%;Prioridad 4;
SOLES;269563;Bex Digital 4 ;1/11/2017;1236;8,24%;7,24%;Prioridad 4;
SOLES;478327;Bex Digital 21;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;283255;Bex Digital 6 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;920049;Bex Digital 4 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;391311;Bex Digital 14;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;224965;Bex Digital 18;1/3/2018;1116;7,30%;6,30%;Prioridad 4;
SOLES;268400;Bex Digital 18;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;872214;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;589613;Bex Digital 17;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;208327;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;504427;Bex Digital 21;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;527175;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;672032;Bex Digital 7 ;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;208665;Bex Digital 16;1/5/2019;690;8,11%;7,11%;Prioridad 4;
SOLES;300230;Bex Digital 9 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;1115748;Bex Digital 4 ;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;388730;Bex Digital 14;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;215059;Bex Digital 12;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;575859;Bex Digital 18;1/2/2018;1144;7,45%;6,45%;Prioridad 4;
SOLES;225155;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;338404;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;228272;Bex Digital 9 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;219448;Bex Digital 9 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;570894;Bex Digital 7 ;1/4/2020;354;6,73%;5,73%;Prioridad 2;
SOLES;558308;Bex Digital 20;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;209123;Bex Digital 1;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;272143;Bex Digital 5 ;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;241198;Bex Digital 15;1/6/2017;1389;8,34%;7,34%;Prioridad 4;
SOLES;310156;Bex Digital 20;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;441198;Bex Digital 14;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;392624;Bex Digital 20;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;297155;Bex Digital 13;1/12/2014;2302;8,77%;7,77%;Prioridad 4;
